SUB_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,POSTAL_CODE,SUBSCRIBER_TYPE,SEGMENT,SIGNUP_DATE,LIFETIME_VALUE_USD,CHURN_RISK_SCORE,NPS_SCORE,STATUS
SUB-CON-00093,Robert,Ortiz,anthonycherry@example.org,+1-573-859-7107x256,94132,CONSUMER,BUDGET,2024-09-04,3079.36,0.39,10,SUSPENDED
SUB-CON-00094,Jill,Scott,hawkinsbrett@example.org,459.290.0489x6465,94186,CONSUMER,PREMIUM,2026-01-05,838.07,0.11,10,ACTIVE
SUB-CON-00095,Harry,Jackson,dconrad@example.org,458-962-4150,94185,CONSUMER,STANDARD,2023-06-20,524.06,0.06,9,SUSPENDED
SUB-CON-00096,Julie,Howe,raven49@example.com,456.225.7287x03203,94148,CONSUMER,PREMIUM,2025-01-28,3274.84,0.13,9,ACTIVE
SUB-CON-00097,Jorge,Mccarthy,fwilson@example.org,658.477.7121x513,94129,CONSUMER,BUDGET,2022-07-04,3158.47,0.36,7,ACTIVE
SUB-CON-00098,Karen,Carson,brandybonilla@example.net,001-392-761-3715x04165,94194,CONSUMER,STANDARD,2022-05-20,3834.78,0.27,5,ACTIVE
SUB-CON-00099,Anthony,Stevens,rgibson@example.net,+1-305-809-7592x30450,94147,CONSUMER,STANDARD,2021-11-11,1623.75,0.1,6,ACTIVE
SUB-CON-00100,Raymond,Thompson,ndavis@example.org,(764)521-4764x9251,94130,CONSUMER,PREMIUM,2025-03-29,3070.76,0.38,10,ACTIVE
SUB-CON-00101,Sean,Hughes,anna61@example.com,(992)366-1085x732,94117,CONSUMER,STANDARD,2023-07-20,1724.19,0.33,5,SUSPENDED
SUB-CON-00102,Taylor,Miller,ievans@example.net,838-864-9081x0818,94182,CONSUMER,STANDARD,2021-11-17,3802.64,0.13,10,ACTIVE
SUB-CON-00103,Steven,Cortez,michael91@example.net,6177226016,94143,CONSUMER,BUDGET,2026-01-26,1187.92,0.07,10,ACTIVE
SUB-CON-00104,Jennifer,Todd,qhanson@example.com,(232)219-4168,94187,CONSUMER,PREMIUM,2024-06-08,3653.61,0.26,8,ACTIVE
SUB-CON-00105,Darryl,Jackson,zstevens@example.net,001-597-349-9564x1220,94123,CONSUMER,STANDARD,2021-03-18,3222.96,0.07,8,ACTIVE
SUB-CON-00106,Heather,Lopez,clarkdeborah@example.net,868.231.4727,94124,CONSUMER,BUDGET,2022-01-24,3244.96,0.1,6,ACTIVE
SUB-CON-00107,Gabriel,Hernandez,emaynard@example.org,893.934.9605x016,94111,CONSUMER,BUDGET,2025-12-30,3044.63,0.34,6,ACTIVE
SUB-CON-00108,Caitlin,Spencer,benjamin67@example.net,001-797-330-8069,94164,CONSUMER,BUDGET,2023-05-10,2245.95,0.21,6,ACTIVE
SUB-CON-00109,Patricia,Butler,nwilson@example.net,(576)702-4375x738,94131,CONSUMER,STANDARD,2025-01-22,1046.89,0.14,7,SUSPENDED
SUB-CON-00110,David,Carter,rmoyer@example.net,001-957-329-3417x2232,94181,CONSUMER,BUDGET,2024-08-12,1504.93,0.32,5,ACTIVE
SUB-CON-00111,Sherry,Snyder,jasonwilliams@example.org,(545)322-8015x619,94150,CONSUMER,STANDARD,2025-11-09,1005.28,0.2,9,SUSPENDED
SUB-CON-00112,Jeffrey,Scott,kristen08@example.com,(389)210-7711,94197,CONSUMER,BUDGET,2025-05-23,4134.1,0.33,5,SUSPENDED
SUB-CON-00113,Daniel,Soto,rhondamoore@example.com,001-878-271-2552x137,94154,CONSUMER,BUDGET,2023-03-01,3842.52,0.37,9,ACTIVE
SUB-CON-00114,Mary,Wells,william14@example.com,001-965-732-8632x666,94170,CONSUMER,PREMIUM,2021-04-30,1043.36,0.18,7,SUSPENDED
SUB-CON-00115,Scott,Carrillo,millerleroy@example.org,(706)202-9084x66845,94136,CONSUMER,STANDARD,2023-06-16,2898.28,0.22,7,ACTIVE
SUB-CON-00116,Rachel,Bishop,isabellagriffin@example.org,+1-299-775-6341,94191,CONSUMER,STANDARD,2024-05-23,1139.44,0.37,5,ACTIVE
SUB-CON-00117,Jessica,Singh,abigailfernandez@example.org,688-548-5200,94164,CONSUMER,PREMIUM,2023-08-30,3681.66,0.22,8,SUSPENDED
SUB-CON-00118,Jessica,Benitez,dennismckenzie@example.com,+1-585-710-1749x0753,94195,CONSUMER,STANDARD,2023-08-15,2043.38,0.16,9,ACTIVE
SUB-CON-00119,Justin,Glover,jenniferstone@example.org,858-893-5712,94152,CONSUMER,BUDGET,2021-10-09,4963.87,0.09,9,ACTIVE
SUB-CON-00120,Christopher,Coleman,thomasgriffin@example.com,+1-486-498-8649x76776,94124,CONSUMER,STANDARD,2025-05-18,4794.07,0.32,10,ACTIVE
SUB-CON-00121,David,Dawson,tammypalmer@example.net,837-370-2851,94165,CONSUMER,PREMIUM,2022-02-07,2545.38,0.29,10,ACTIVE
SUB-CON-00122,Mike,Roberts,davidtorres@example.com,947-202-2960x4432,94183,CONSUMER,STANDARD,2022-02-12,4647.29,0.31,6,SUSPENDED
SUB-CON-00123,Amy,Jones,butlerashley@example.net,756.379.2287x772,94104,CONSUMER,STANDARD,2024-07-23,3228.57,0.29,10,ACTIVE
SUB-CON-00124,Paul,Mccullough,amber74@example.net,520-294-8181,94133,CONSUMER,PREMIUM,2025-12-04,2386.26,0.29,7,ACTIVE
SUB-CON-00125,Aimee,Christensen,martinezsharon@example.org,7438397189,94177,CONSUMER,PREMIUM,2021-06-16,4768.54,0.34,5,ACTIVE
SUB-CON-00126,Travis,Peck,samuel60@example.net,664-811-1824x22412,94198,CONSUMER,BUDGET,2022-07-07,3293.11,0.37,8,ACTIVE
SUB-CON-00127,Brian,Woodward,anthonybrown@example.com,552-565-4610,94166,CONSUMER,BUDGET,2026-01-22,4404.83,0.11,8,ACTIVE
SUB-CON-00128,Joel,Romero,ravery@example.org,578-461-7063x04891,94188,CONSUMER,STANDARD,2023-09-01,2603.1,0.24,8,ACTIVE
SUB-CON-00129,Ashley,Griffin,kristathomas@example.net,(638)468-7007,94193,CONSUMER,STANDARD,2021-01-29,3811.82,0.37,5,ACTIVE
SUB-CON-00130,Brian,Weeks,carla65@example.net,698.340.2891,94181,CONSUMER,PREMIUM,2024-06-09,3928.12,0.17,6,ACTIVE
SUB-CON-00131,Holly,Rivas,natalie39@example.net,254-974-3553x79502,94195,CONSUMER,BUDGET,2021-02-10,4664.08,0.19,7,ACTIVE
SUB-CON-00132,Rachel,Chambers,speters@example.net,868.411.8071x5695,94121,CONSUMER,STANDARD,2021-02-23,207.58,0.07,10,SUSPENDED
SUB-CON-00133,David,Wood,seanwalker@example.org,001-545-231-9433x75047,94167,CONSUMER,STANDARD,2022-09-29,3341.7,0.31,6,ACTIVE
SUB-CON-00134,Tracey,Little,kaneashley@example.com,(483)399-9219,94147,CONSUMER,BUDGET,2022-02-27,3579.43,0.12,6,ACTIVE
SUB-CON-00135,Jordan,Hudson,nicoledaniel@example.com,208.794.8706,94157,CONSUMER,PREMIUM,2024-10-02,4108.98,0.11,5,ACTIVE
SUB-CON-00136,Megan,Russell,fraziersteven@example.com,203.504.6875x06351,94197,CONSUMER,BUDGET,2024-09-05,1444.89,0.37,8,SUSPENDED
SUB-CON-00137,Susan,Stark,frankcollins@example.net,+1-710-276-0954x3173,94180,CONSUMER,PREMIUM,2023-11-30,724.14,0.27,5,ACTIVE
SUB-CON-00138,April,Young,parsonschristine@example.org,+1-279-611-0065x1207,94110,CONSUMER,STANDARD,2024-09-30,798.47,0.07,5,ACTIVE
SUB-CON-00139,Cameron,Byrd,phillipspatrick@example.org,+1-363-799-0767x699,94161,CONSUMER,STANDARD,2021-04-18,3429.46,0.09,5,ACTIVE
SUB-CON-00140,Shawn,Murphy,danielsmith@example.net,993-992-8456,94196,CONSUMER,BUDGET,2022-08-28,3393.55,0.33,5,ACTIVE
SUB-CON-00141,John,Robles,andersonbreanna@example.net,+1-254-498-2274x9545,94127,CONSUMER,PREMIUM,2021-07-25,4000.58,0.18,9,ACTIVE
SUB-CON-00142,John,Fuentes,hendersonjames@example.org,+1-631-853-7795x9959,94162,CONSUMER,STANDARD,2023-11-14,3833.18,0.26,7,ACTIVE
SUB-CON-00143,Francis,Gibson,crawfordsamantha@example.net,537.893.3756,94187,CONSUMER,STANDARD,2022-08-23,4997.34,0.34,7,SUSPENDED
SUB-CON-00144,Margaret,Smith,jonesanthony@example.org,(547)639-5003,94148,CONSUMER,PREMIUM,2022-07-23,474.76,0.17,7,ACTIVE
SUB-CON-00145,Jeffery,Green,matthewspencer@example.org,702.541.0261,94100,CONSUMER,STANDARD,2023-09-02,4378.6,0.19,6,ACTIVE
SUB-CON-00146,Stephen,Wood,donna89@example.com,001-811-522-3386x559,94177,CONSUMER,BUDGET,2021-06-20,4371.23,0.15,10,ACTIVE
SUB-CON-00147,Kathryn,Matthews,kristine53@example.org,+1-842-789-7317x9128,94147,CONSUMER,STANDARD,2025-04-26,3168.09,0.28,8,SUSPENDED
SUB-CON-00148,April,White,alicia77@example.com,696-890-3337x363,94184,CONSUMER,BUDGET,2024-04-13,215.02,0.27,7,ACTIVE
SUB-CON-00149,Ashley,Walls,jonathan12@example.org,978-853-9078x9567,94181,CONSUMER,STANDARD,2024-07-21,4392.49,0.39,10,ACTIVE
SUB-CON-00150,Michael,Jimenez,patrick27@example.org,315-314-8881x431,94186,CONSUMER,STANDARD,2024-02-21,1321.08,0.22,10,ACTIVE
SUB-CON-00151,Benjamin,Gonzalez,emilywright@example.net,001-243-992-8404x45669,94144,CONSUMER,STANDARD,2025-06-08,4707.61,0.38,8,ACTIVE
SUB-CON-00152,Veronica,Lynn,uperez@example.net,373.789.8775,94193,CONSUMER,STANDARD,2022-09-03,1610.54,0.12,6,ACTIVE
SUB-CON-00153,Roy,Mcmahon,cclark@example.net,7525924075,94116,CONSUMER,STANDARD,2024-08-22,4024.74,0.16,10,SUSPENDED
SUB-CON-00154,Ronald,Goodwin,mark09@example.org,(525)899-9966,94121,CONSUMER,STANDARD,2021-08-13,4784.25,0.22,9,ACTIVE
SUB-CON-00155,Amanda,Lopez,murphysuzanne@example.net,812-618-2097x0231,94131,CONSUMER,BUDGET,2022-10-29,1018.08,0.38,10,ACTIVE
SUB-CON-00156,Jesse,Keller,gibsonmiguel@example.org,(956)362-1286,94113,CONSUMER,STANDARD,2024-05-20,4968.14,0.06,7,SUSPENDED
SUB-CON-00157,Stephanie,Glenn,monicacollins@example.net,+1-972-399-4938x74302,94198,CONSUMER,STANDARD,2024-06-21,1257.8,0.14,8,ACTIVE
SUB-CON-00158,Cassidy,Wright,renee77@example.com,001-401-847-5469,94185,CONSUMER,BUDGET,2023-03-13,4629.13,0.27,8,ACTIVE
SUB-CON-00159,Hayden,Williamson,qellis@example.org,001-991-860-3248x413,94188,CONSUMER,STANDARD,2025-10-11,4385.31,0.38,9,ACTIVE
SUB-CON-00160,David,Wood,gordonkimberly@example.com,824.538.0701x765,94182,CONSUMER,STANDARD,2024-06-13,2009.65,0.3,10,SUSPENDED
SUB-CON-00161,Benjamin,King,markgoodman@example.com,311.483.7274x220,94183,CONSUMER,PREMIUM,2023-07-30,3968.39,0.39,8,ACTIVE
SUB-CON-00162,David,Figueroa,chrisgallagher@example.net,327-852-3083x708,94128,CONSUMER,STANDARD,2023-09-12,755.31,0.08,5,ACTIVE
SUB-CON-00163,Scott,George,bartonkatie@example.org,(333)410-6005x313,94194,CONSUMER,PREMIUM,2022-06-30,4698.61,0.31,5,ACTIVE
SUB-CON-00164,Bradley,Hunt,marcus39@example.org,+1-466-213-3155,94116,CONSUMER,STANDARD,2024-06-30,4779.53,0.25,5,ACTIVE
SUB-CON-00165,Destiny,Smith,stephenjones@example.com,+1-495-601-3649x7189,94107,CONSUMER,PREMIUM,2021-11-18,2770.89,0.35,8,ACTIVE
SUB-CON-00166,Carol,Jarvis,xgregory@example.net,(952)857-1509,94198,CONSUMER,STANDARD,2025-06-03,4028.09,0.38,6,ACTIVE
SUB-CON-00167,Danielle,Hall,hallchristina@example.org,836-539-1025x7432,94113,CONSUMER,STANDARD,2021-05-25,244.1,0.35,7,ACTIVE
SUB-CON-00168,John,Swanson,vstevenson@example.org,250-586-4035x533,94137,CONSUMER,BUDGET,2022-12-20,2599.2,0.21,9,ACTIVE
SUB-CON-00169,Cathy,James,isaiah01@example.com,530-523-2129,94118,CONSUMER,PREMIUM,2025-05-23,3393.68,0.33,10,ACTIVE
SUB-CON-00170,Christian,Hardy,frank33@example.com,(993)344-9734,94176,CONSUMER,STANDARD,2024-02-19,1682.68,0.4,5,ACTIVE
SUB-CON-00171,Raymond,Jackson,nhenderson@example.net,(827)906-6149x82824,94190,CONSUMER,PREMIUM,2023-09-05,2495.76,0.34,8,ACTIVE
SUB-CON-00172,Shawn,Brooks,ijones@example.net,832.930.0857x6665,94190,CONSUMER,STANDARD,2023-09-11,482.3,0.33,6,ACTIVE
SUB-CON-00173,Danielle,Chapman,hdyer@example.com,001-223-864-5875,94193,CONSUMER,BUDGET,2024-09-06,3561.96,0.07,6,SUSPENDED
SUB-CON-00174,Jill,Allen,dorseymichael@example.net,+1-302-849-7243x99201,94193,CONSUMER,STANDARD,2024-06-16,1635.69,0.34,6,ACTIVE
SUB-CON-00175,Janice,Mccann,stonejacob@example.com,(864)348-8694,94170,CONSUMER,STANDARD,2022-01-02,1819.57,0.29,7,SUSPENDED
SUB-CON-00176,Daisy,Frank,lisa43@example.net,(440)427-0116x8646,94150,CONSUMER,BUDGET,2024-04-06,2733.65,0.15,10,ACTIVE
SUB-CON-00177,Jacob,Taylor,hwhite@example.com,001-932-330-2346,94189,CONSUMER,PREMIUM,2022-06-28,2090.11,0.1,9,ACTIVE
SUB-CON-00178,Christopher,Miller,hillmatthew@example.net,277.310.0409,94190,CONSUMER,STANDARD,2022-11-14,2396.16,0.11,6,SUSPENDED
SUB-CON-00179,Alexa,Smith,sarah75@example.net,(255)955-3566x90551,94189,CONSUMER,STANDARD,2024-06-29,1597.19,0.1,6,ACTIVE
SUB-CON-00180,Jessica,Barron,anthonymartinez@example.net,735-279-7863x050,94194,CONSUMER,PREMIUM,2023-11-05,243.84,0.3,9,ACTIVE
SUB-CON-00181,Erica,Hall,nross@example.org,(267)416-4932x898,94186,CONSUMER,BUDGET,2025-04-23,2007.47,0.39,10,ACTIVE
SUB-CON-00182,Laura,Turner,cjackson@example.org,683.533.2116x0256,94107,CONSUMER,BUDGET,2023-04-08,1906.8,0.22,5,ACTIVE
SUB-CON-00183,Elizabeth,Lynn,wadesandra@example.net,001-571-553-9915x6686,94165,CONSUMER,PREMIUM,2023-04-12,1824.73,0.2,6,SUSPENDED
SUB-CON-00184,Darrell,Miller,petersonbrittany@example.org,001-519-852-5690x4098,94131,CONSUMER,BUDGET,2024-09-05,770.25,0.19,7,ACTIVE
SUB-CON-00185,Luis,Diaz,aprilguzman@example.org,960-987-5243,94183,CONSUMER,PREMIUM,2022-05-01,2001.78,0.29,10,ACTIVE
SUB-CON-00186,Carolyn,Thomas,georgekyle@example.net,749-473-7460,94199,CONSUMER,STANDARD,2022-11-13,4351.5,0.28,7,SUSPENDED
SUB-CON-00187,Melanie,Michael,isabellawilliams@example.org,364.620.8656x7566,94147,CONSUMER,BUDGET,2023-06-24,776.0,0.08,8,ACTIVE
SUB-CON-00188,Heather,Lee,udavis@example.net,4475292774,94102,CONSUMER,PREMIUM,2022-12-06,2950.31,0.25,7,ACTIVE
SUB-CON-00189,Linda,Gonzalez,coxmelissa@example.org,+1-826-462-0157x20185,94175,CONSUMER,BUDGET,2024-07-06,2043.01,0.4,10,SUSPENDED
SUB-CON-00190,John,Wilson,sburns@example.net,(361)376-4750,94138,CONSUMER,PREMIUM,2021-10-11,801.13,0.16,10,ACTIVE
SUB-CON-00191,David,May,andrewberry@example.net,341.492.6764x9215,94151,CONSUMER,PREMIUM,2024-07-10,294.78,0.24,9,SUSPENDED
SUB-CON-00192,Lisa,Smith,lbrown@example.net,001-213-412-9208x751,94108,CONSUMER,PREMIUM,2025-12-19,4218.29,0.24,10,ACTIVE
SUB-CON-00193,Jamie,Martin,melissa01@example.org,445.982.6034x08487,94196,CONSUMER,BUDGET,2023-09-27,4835.27,0.36,6,ACTIVE
SUB-CON-00194,Alexandra,Andersen,catherine83@example.net,503-703-2432,94100,CONSUMER,PREMIUM,2023-06-08,2346.72,0.16,5,ACTIVE
SUB-CON-00195,David,Dean,piercejorge@example.net,(367)614-6283,94173,CONSUMER,BUDGET,2022-09-18,3332.67,0.08,7,ACTIVE
SUB-CON-00196,Jennifer,Elliott,roberthernandez@example.com,(309)731-4181x8615,94110,CONSUMER,BUDGET,2023-11-30,2629.51,0.18,9,ACTIVE
SUB-CON-00197,Kimberly,Thomas,joshuagarcia@example.org,(611)328-4971x8594,94154,CONSUMER,PREMIUM,2021-06-26,200.41,0.16,9,ACTIVE
SUB-CON-00198,George,Potts,zwhite@example.net,+1-888-696-7924x08222,94184,CONSUMER,PREMIUM,2021-07-11,2335.62,0.25,10,ACTIVE
SUB-CON-00199,Samantha,Fowler,jasmine39@example.com,001-672-375-7844x683,94166,CONSUMER,STANDARD,2023-09-04,3109.63,0.23,10,ACTIVE
SUB-CON-00200,Richard,Edwards,walterschase@example.org,829-401-4870,94184,CONSUMER,BUDGET,2025-02-26,1338.08,0.12,7,ACTIVE
SUB-CON-00201,Tyler,Jennings,sullivanchristina@example.net,9684538909,94117,CONSUMER,PREMIUM,2025-07-12,2849.94,0.26,7,ACTIVE
SUB-CON-00202,Rebecca,Thompson,mary85@example.org,(676)525-1538x14474,94193,CONSUMER,PREMIUM,2021-02-03,2225.67,0.24,7,SUSPENDED
SUB-CON-00203,Joann,Carroll,sandrahickman@example.net,207.797.0509x75451,94183,CONSUMER,BUDGET,2022-08-29,2120.29,0.08,7,SUSPENDED
SUB-CON-00204,Richard,Smith,fvasquez@example.net,826.417.0243x76545,94188,CONSUMER,BUDGET,2025-08-21,2772.34,0.07,10,ACTIVE
SUB-CON-00205,Lisa,Rodriguez,cdouglas@example.org,(256)405-3134,94181,CONSUMER,PREMIUM,2024-06-06,3298.74,0.3,9,ACTIVE
SUB-CON-00206,Robert,Rivera,martinjames@example.com,+1-341-267-8725x68621,94153,CONSUMER,BUDGET,2022-02-23,1718.53,0.33,8,ACTIVE
SUB-CON-00207,Eric,Porter,brettgallegos@example.com,+1-406-574-4716x392,94177,CONSUMER,BUDGET,2023-06-20,572.12,0.09,5,SUSPENDED
SUB-CON-00208,Katie,Lin,elizabethpatterson@example.com,001-218-692-3923x126,94108,CONSUMER,STANDARD,2022-09-17,3272.85,0.18,7,ACTIVE
SUB-CON-00209,Sarah,Simmons,christopherwilliams@example.com,743.635.6708x60414,94118,CONSUMER,BUDGET,2024-01-23,1513.5,0.08,6,SUSPENDED
SUB-CON-00210,Jennifer,Wright,whiteaaron@example.net,001-753-647-4916x2475,94113,CONSUMER,BUDGET,2022-01-09,1043.51,0.3,7,SUSPENDED
SUB-CON-00211,Collin,Smith,markfigueroa@example.com,001-398-295-3439x6112,94112,CONSUMER,PREMIUM,2026-01-24,1874.72,0.25,7,ACTIVE
SUB-CON-00212,Tanya,Henson,jamesgriffin@example.org,289-454-7382,94177,CONSUMER,BUDGET,2022-09-15,4503.54,0.11,8,ACTIVE
SUB-CON-00213,Robert,Dawson,patricia71@example.com,476-688-0294,94144,CONSUMER,PREMIUM,2021-06-18,3453.5,0.33,9,SUSPENDED
SUB-CON-00214,Stephanie,Brown,joysanders@example.net,+1-881-627-8686,94161,CONSUMER,PREMIUM,2022-11-01,812.35,0.05,9,ACTIVE
SUB-CON-00215,Jack,Moore,brittanysmith@example.net,288.544.3448x123,94184,CONSUMER,BUDGET,2023-07-23,884.82,0.25,7,ACTIVE
SUB-CON-00216,Benjamin,Hernandez,sara40@example.net,338.610.5955,94192,CONSUMER,PREMIUM,2022-03-19,4877.6,0.3,6,SUSPENDED
SUB-CON-00217,Ricky,Carr,tracie05@example.org,001-942-540-8916x4983,94190,CONSUMER,STANDARD,2023-11-01,1078.9,0.4,8,ACTIVE
SUB-CON-00218,Joseph,Perkins,omoore@example.net,001-965-427-1727x2239,94135,CONSUMER,STANDARD,2023-06-23,2698.85,0.3,6,ACTIVE
SUB-CON-00219,Andrew,Martin,lisamcdaniel@example.org,421-263-7618,94181,CONSUMER,BUDGET,2021-12-03,4747.78,0.19,7,ACTIVE
SUB-CON-00220,Nicholas,Smith,hinesdeanna@example.org,(731)342-9001,94181,CONSUMER,BUDGET,2022-10-18,568.13,0.13,5,ACTIVE
SUB-CON-00221,Donald,Malone,tochoa@example.com,323.808.4810x0184,94173,CONSUMER,BUDGET,2022-04-13,606.01,0.15,8,ACTIVE
SUB-CON-00222,Aaron,Walker,ronaldhernandez@example.net,736-317-2131x4519,94154,CONSUMER,PREMIUM,2024-02-22,2641.68,0.31,8,SUSPENDED
SUB-CON-00223,Sandra,Gillespie,munozgregory@example.net,392-262-4945x14754,94165,CONSUMER,PREMIUM,2022-05-04,4990.18,0.36,10,ACTIVE
SUB-CON-00224,Kimberly,Thomas,petergriffith@example.com,419-864-2152,94151,CONSUMER,BUDGET,2024-01-28,3158.18,0.37,10,ACTIVE
SUB-CON-00225,Luis,Coleman,oguzman@example.com,(536)868-7887,94191,CONSUMER,STANDARD,2021-10-14,3572.44,0.31,6,ACTIVE
SUB-CON-00226,Bianca,Fisher,jacquelineyoung@example.org,705.487.2105,94177,CONSUMER,STANDARD,2023-08-01,4830.31,0.29,9,ACTIVE
SUB-CON-00227,Steven,Conley,osanchez@example.org,001-421-226-0650x1917,94122,CONSUMER,BUDGET,2022-04-29,1961.84,0.1,7,ACTIVE
SUB-CON-00228,Michael,Miller,smithmariah@example.com,(927)228-4765,94154,CONSUMER,STANDARD,2023-07-07,2019.65,0.18,5,ACTIVE
SUB-CON-00229,Daniel,Brown,munozglenn@example.org,5668784984,94186,CONSUMER,BUDGET,2022-05-30,4192.29,0.35,5,ACTIVE
SUB-CON-00230,Joseph,Davis,ispence@example.net,369.903.6289,94138,CONSUMER,STANDARD,2025-02-19,1609.02,0.12,10,SUSPENDED
SUB-CON-00231,Lawrence,May,zmartin@example.com,+1-463-341-1159x5034,94127,CONSUMER,STANDARD,2021-08-18,4659.72,0.39,9,ACTIVE
SUB-CON-00232,Jason,Smith,jacob30@example.org,219-790-9700x514,94159,CONSUMER,PREMIUM,2023-06-24,4272.09,0.07,5,SUSPENDED
SUB-CON-00233,Susan,Porter,karen52@example.net,+1-615-468-1820x96790,94142,CONSUMER,STANDARD,2022-05-13,1898.69,0.05,10,ACTIVE
SUB-CON-00234,Faith,Miller,cisnerosjesse@example.org,+1-822-288-9857x25459,94151,CONSUMER,STANDARD,2024-05-16,242.55,0.2,6,ACTIVE
SUB-CON-00235,John,Shea,rubioashley@example.com,702-448-1717,94167,CONSUMER,PREMIUM,2023-08-04,4512.85,0.19,8,ACTIVE
SUB-CON-00236,Evan,Ramirez,michael12@example.net,001-874-474-7219x70546,94119,CONSUMER,PREMIUM,2024-10-28,1400.65,0.21,7,ACTIVE
SUB-CON-00237,Michael,Kirk,nathaniel68@example.com,809-303-8021x462,94146,CONSUMER,STANDARD,2022-12-21,4482.53,0.24,7,ACTIVE
SUB-CON-00238,Paul,Ford,baileytaylor@example.net,711.921.6636x515,94156,CONSUMER,PREMIUM,2022-11-19,4228.92,0.11,7,SUSPENDED
SUB-CON-00239,Jacqueline,Alvarez,shawn82@example.com,(835)990-9605,94100,CONSUMER,STANDARD,2022-11-22,4441.17,0.3,5,ACTIVE
SUB-CON-00240,Brian,Parrish,onelson@example.org,521-646-1476,94136,CONSUMER,BUDGET,2022-08-22,841.67,0.2,7,ACTIVE
SUB-CON-00241,Maria,Davis,wpeterson@example.com,(735)867-7826,94120,CONSUMER,PREMIUM,2021-02-27,1155.16,0.22,10,ACTIVE
SUB-CON-00242,Ann,English,christiancontreras@example.net,(355)802-7275,94115,CONSUMER,STANDARD,2023-04-24,2547.53,0.22,10,ACTIVE
SUB-CON-00243,Abigail,Smith,iharding@example.net,791.503.3682x963,94141,CONSUMER,STANDARD,2022-09-13,2608.92,0.37,8,ACTIVE
SUB-CON-00244,Teresa,Ray,woodmichael@example.com,381-477-6655x8685,94114,CONSUMER,BUDGET,2024-12-23,4005.02,0.09,7,ACTIVE
SUB-CON-00245,Ross,Thompson,amyjames@example.net,001-964-391-1110x961,94198,CONSUMER,PREMIUM,2024-11-07,1335.22,0.29,7,SUSPENDED
SUB-CON-00246,Wesley,Shaffer,melissa33@example.com,+1-861-237-1576,94176,CONSUMER,PREMIUM,2024-04-05,238.54,0.22,7,SUSPENDED
SUB-CON-00247,Kimberly,Romero,nichole44@example.com,+1-830-560-0025x89552,94110,CONSUMER,STANDARD,2025-10-20,1389.19,0.1,9,ACTIVE
SUB-CON-00248,Teresa,Lee,zpoole@example.net,(826)626-5826x31281,94131,CONSUMER,STANDARD,2025-10-11,3880.29,0.35,10,ACTIVE
SUB-CON-00249,Erik,Morris,davissamuel@example.net,001-592-509-8196x02752,94185,CONSUMER,STANDARD,2023-08-08,1152.38,0.3,5,ACTIVE
SUB-CON-00250,James,Pittman,qtownsend@example.org,612-609-1179x112,94124,CONSUMER,PREMIUM,2022-08-12,3218.76,0.1,5,ACTIVE
SUB-CON-00251,Christopher,Snyder,roberta36@example.org,606.217.1366x5722,94151,CONSUMER,BUDGET,2022-08-06,1514.54,0.12,6,SUSPENDED
SUB-CON-00252,Donna,Welch,wilsonmatthew@example.com,299.480.2841x3908,94102,CONSUMER,PREMIUM,2022-12-01,1158.29,0.35,8,SUSPENDED
SUB-CON-00253,Michelle,Wilson,anthonytaylor@example.org,001-824-547-3158x4776,94167,CONSUMER,STANDARD,2023-03-16,3560.76,0.39,6,ACTIVE
SUB-CON-00254,Gerald,Mcdaniel,suzanne19@example.net,823-876-7694x5919,94154,CONSUMER,STANDARD,2022-10-10,494.48,0.2,5,ACTIVE
SUB-CON-00255,Ashley,Brooks,colepamela@example.net,896-449-8560x125,94114,CONSUMER,STANDARD,2024-02-13,1945.17,0.38,10,SUSPENDED
SUB-CON-00256,John,Lewis,nathan51@example.org,505-337-9538x16493,94131,CONSUMER,STANDARD,2025-11-05,4496.51,0.11,5,ACTIVE
SUB-CON-00257,Joshua,Franklin,berrydebbie@example.net,001-965-453-3077x04611,94184,CONSUMER,PREMIUM,2023-11-09,1743.87,0.15,7,ACTIVE
SUB-CON-00258,Brittany,Young,mitchelldawn@example.net,7742260880,94155,CONSUMER,BUDGET,2021-08-31,1410.86,0.22,7,ACTIVE
SUB-CON-00259,Terry,Gallegos,rcummings@example.com,001-756-318-5790x64771,94114,CONSUMER,BUDGET,2021-04-28,3410.95,0.29,6,ACTIVE
SUB-CON-00260,Jeffrey,Petersen,danielmorris@example.net,001-263-621-3580x0401,94146,CONSUMER,PREMIUM,2021-09-18,4088.17,0.31,9,ACTIVE
SUB-CON-00261,Joseph,Watts,knelson@example.org,001-371-525-2967,94130,CONSUMER,PREMIUM,2025-12-28,1524.55,0.25,5,ACTIVE
SUB-CON-00262,Timothy,Henry,marc73@example.org,241-558-3311x703,94116,CONSUMER,PREMIUM,2025-01-21,3764.42,0.09,9,ACTIVE
SUB-CON-00263,Lori,Lopez,petersonlisa@example.net,554.872.8123x56798,94124,CONSUMER,PREMIUM,2022-09-03,2339.7,0.08,9,ACTIVE
SUB-CON-00264,Casey,Henderson,stephanie91@example.org,711.630.7240x787,94138,CONSUMER,PREMIUM,2022-01-30,2476.15,0.32,9,ACTIVE
SUB-CON-00265,Sara,Miller,zlewis@example.net,(885)407-4510x66343,94105,CONSUMER,BUDGET,2023-06-04,1120.19,0.24,7,ACTIVE
